面积,价格,格局,楼层,朝向,装修,年建,板楼塔楼,所在区域,电梯有无,房屋年限,交易权限,房型
71.69平米,520万,3室1厅,底层/共6层,南 北,平层/精装,1994年建,板楼,海淀  清河 五至六环 近8号线永泰庄站,无,满两年,已购公房,3室1厅1厨1卫
66.77平米,230万,1室1厅,底层/共6层,南 北,平层/精装,2006年建,板楼,亦庄开发区  马驹桥 五至六环,无,满五年,商品房,1室1厅1厨1卫
66.62平米,455万,2室1厅,低楼层/共22层,东北,平层/精装,2004年建,塔楼,西城  菜户营 二至三环,有,满两年,商品房,2室1厅1厨1卫
89.7平米,385万,2室1厅,低楼层/共16层,南,平层/其他,2006年建,板塔结合,大兴  西红门 四至五环 近4号线大兴线西红门站,有,满五年,商品房,2室1厅1厨1卫
85.45平米,410万,2室1厅,中楼层/共6层,南 北,平层/精装,2005年建,板楼,昌平  立水桥 五至六环,无,满五年,商品房,2室1厅1厨1卫
82.31平米,355万,2室1厅,中楼层/共18层,南 北,平层/简装,2011年建,板楼,顺义  顺义城 六环外 近15号线石门站,有,满五年,限价商品房,2室1厅1厨1卫
70.55平米,299万,2室1厅,顶层/共18层,东南,平层/简装,1996年建,塔楼,石景山  苹果园 五至六环,有,满五年,商品房,2室1厅1厨1卫
84.5平米,349万,2室1厅,高楼层/共25层,东南,平层/精装,2007年建,板塔结合,丰台  卢沟桥 四至五环,有,满五年,商品房,2室1厅1厨1卫
94.22平米,545万,2室1厅,中楼层/共25层,西南,平层/精装,2007年建,塔楼,朝阳  北苑 五至六环 近5号线立水桥南站,有,满五年,商品房,2室1厅1厨1卫
78.42平米,342万,2室1厅,中楼层/共26层,南 北,平层/精装,2012年建,板楼,通州  临河里 五至六环 近7号线高楼金站,有,满五年,定向安置房,2室1厅1厨1卫
46.31平米,349万,2室1厅,高楼层/共16层,南,平层/精装,1983年建,塔楼,朝阳  东直门 二至三环 近10号线亮马桥站,有,满五年,已购公房,2室1厅1厨1卫
44.56平米,290万,1室0厅,中楼层/共7层,南,平层/简装,2008年建,板楼,朝阳  四惠 四至五环,有,满五年,商品房,1室0厅1厨1卫
77.06平米,416万,2室1厅,中楼层/共6层,北 南,平层/简装,2001年建,板楼,丰台  大红门 三至四环 近10号线大红门站,无,满五年,一类经济适用房,2室1厅1厨1卫
79.75平米,285万,2室1厅,高楼层/共6层,南 北,平层/精装,1997年建,板楼,昌平  西关环岛 六环外 近昌平线昌平站,无,满五年,商品房,2室1厅1厨1卫
67.28平米,215万,2室1厅,顶层/共6层,南,平层/简装,未知年建,板楼,昌平  沙河 五至六环,暂无数据,满五年,商品房,2室1厅1厨1卫
55.9平米,445万,2室1厅,顶层/共6层,南 北,平层/简装,1985年建,板楼,海淀  紫竹桥 二至三环 近6号线白石桥南站,无,满五年,商品房,2室1厅1厨1卫
63.77平米,535万,2室1厅,中楼层/共6层,东,平层/精装,2004年建,板塔结合,西城  牛街 二环内 近4号线大兴线菜市口站,无,满两年,商品房,2室1厅1厨1卫
60.88平米,297万,1室1厅,中楼层/共28层,南,平层/精装,未知年建,板塔结合,朝阳  东坝 五至六环,有,满五年,限价商品房,1室1厅1厨1卫
58.44平米,512万,2室1厅,低楼层/共6层,南 北,平层/精装,1995年建,板楼,海淀  定慧寺 三至四环 近6号线海淀五路居站,无,满两年,商品房,2室1厅1厨1卫
29.36平米,357万,1室0厅,高楼层/共7层,东,平层/简装,2004年建,塔楼,东城  崇文门 二环内 近5号线磁器口站,有,满五年,商品房,1室0厅1厨1卫
83.64平米,339万,2室1厅,中楼层/共28层,东,平层/精装,2009年建,板塔结合,昌平  鼓楼大街 六环外,有,满五年,商品房,2室1厅1厨1卫
70.01平米,338万,1室1厅,低楼层/共12层,南 北,平层/简装,2005年建,板楼,通州  果园 五至六环 近八通线果园站,有,满两年,商品房,1室1厅1厨1卫
105.06平米,875万,3室1厅,中楼层/共21层,东南,平层/精装,2005年建,板塔结合,朝阳  双井 三至四环,有,满两年,商品房,3室1厅1厨1卫
49.2平米,825万,1室1厅,高楼层/共17层,南,精装,2001年建,板塔结合,西城  金融街 二环内 近4号线大兴线灵境胡同站,有,满五年,已购公房,1室1厅1厨1卫
73.9平米,658万,2室1厅,高楼层/共22层,南,平层/简装,2003年建,塔楼,海淀  军博 二至三环 近9号线北京西站站,有,满五年,已购公房,2室1厅1厨1卫
104.47平米,698万,2室2厅,低楼层/共6层,北 南,平层/精装,2008年建,板楼,丰台  成寿寺 三至四环 近10号线成寿寺站,有,满五年,商品房,2室2厅1厨1卫
87.44平米,578万,3室1厅,低楼层/共6层,南 北,平层/精装,2008年建,板楼,海淀  田村 四至五环 近6号线廖公庄站,有,满五年,商品房,3室1厅1厨1卫
97.23平米,665万,3室1厅,顶层/共22层,东南,平层/精装,2002年建,塔楼,朝阳  潘家园 二至三环,有,满五年,商品房,3室1厅1厨1卫
77.87平米,878万,2室1厅,中楼层/共12层,南 北,平层/精装,2005年建,板塔结合,东城  崇文门 二环内 近5号线磁器口站,有,满五年,商品房,2室1厅1厨1卫
149.54平米,560万,3室1厅,高楼层/共8层,南 北,平层/精装,2006年建,板楼,大兴  高米店南 五至六环 近4号线大兴线高米店南站,有,满五年,商品房,3室1厅1厨2卫
123.51平米,585万,3室2厅,高楼层/共29层,南 北,平层/精装,2009年建,板塔结合,通州  通州北苑 五至六环 近八通线通州北苑站,有,满五年,商品房,3室2厅1厨2卫
205平米,1900万,4室2厅,高楼层/共19层,南 北,平层/精装,2003年建,板塔结合,西城  右安门内 二环内 近4号线大兴线陶然亭站,有,满五年,商品房,4室2厅1厨2卫
133.06平米,750万,3室1厅,低楼层/共24层,东南,平层/精装,2009年建,板塔结合,朝阳  朝青 四至五环 近6号线青年路站,有,满五年,商品房,3室1厅1厨1卫
148.77平米,946万,3室2厅,高楼层/共11层,南 北,平层/精装,2007年建,塔楼,丰台  马家堡 三至四环 近4号线大兴线公益西桥站,有,满五年,商品房,3室2厅1厨2卫
90.5平米,500万,2室1厅,底层/共28层,东南,平层/精装,1998年建,塔楼,朝阳  望京 四至五环 近14号线东段东湖渠站,有,满五年,商品房,2室1厅1厨1卫
147.36平米,1190万,3室2厅,高楼层/共27层,西南,平层/精装,2005年建,塔楼,朝阳  三元桥 三至四环,有,满五年,商品房,3室2厅1厨2卫
160.7平米,960万,4室2厅,中楼层/共25层,西南,平层/精装,2005年建,塔楼,朝阳  朝阳公园 四至五环 近14号线东段东风北桥站,有,满两年,商品房,4室2厅1厨2卫
164.88平米,500万,3室1厅,中楼层/共33层,西南,平层/精装,2002年建,塔楼,昌平  天通苑 五至六环,有,满五年,一类经济适用房,3室1厅1厨2卫
153.4平米,759万,3室2厅,中楼层/共4层,南 北,平层/精装,2002年建,板楼,亦庄开发区  亦庄 五至六环,无,满五年,商品房,3室2厅1厨3卫
109.5平米,765万,4室2厅,中楼层/共20层,南 北,复式/简装,2003年建,板塔结合,东城  永定门 二至三环 近14号线东段永定门外站,有,满五年,商品房,4室2厅1厨2卫
72.85平米,538万,3室1厅,中楼层/共7层,南 北,平层/精装,1989年建,板楼,朝阳  芍药居 三至四环 近5号线惠新西街北口站,无,满五年,已购公房,3室1厅1厨1卫
145.24平米,810万,3室1厅,中楼层/共26层,南,平层/精装,2003年建,塔楼,朝阳  四惠 四至五环,有,满五年,商品房,3室1厅1厨2卫
79.5平米,605万,3室1厅,顶层/共21层,东 西 北,平层/简装,1986年建,塔楼,海淀  紫竹桥 三至四环 近10号线车道沟站,有,满两年,商品房,3室1厅1厨1卫
79.5平米,650万,3室1厅,低楼层/共21层,东 西 北,平层/简装,1986年建,塔楼,海淀  紫竹桥 三至四环 近10号线车道沟站,有,满五年,央产房,3室1厅1厨1卫
82.56平米,490万,1室1厅,高楼层/共31层,东,平层/精装,2002年建,塔楼,海淀  清河 五至六环 近8号线永泰庄站,有,满五年,商品房,1室1厅1厨1卫
60.23平米,230万,2室1厅,中楼层/共7层,南 北,平层/精装,1991年建,板楼,大兴  黄村中 五至六环 近4号线大兴线清源路站,无,满两年,商品房,2室1厅1厨1卫
34.01平米,306万,1室0厅,低楼层/共12层,北,平层/精装,2004年建,板塔结合,海淀  新街口 二至三环,有,满五年,商品房,1室0厅1厨1卫
50平米,266万,2室1厅,中楼层/共5层,南,平层/精装,1980年建,板楼,丰台  玉泉营 三至四环 近9号线丰台南路站,无,满五年,已购公房,2室1厅1厨1卫
61.61平米,235万,2室1厅,高楼层/共6层,南 北,平层/精装,1994年建,板楼,顺义  顺义城 六环外,无,满五年,商品房,2室1厅1厨1卫
86.95平米,588万,2室1厅,高楼层/共28层,南 北,平层/精装,2010年建,板楼,朝阳  北苑 五至六环,有,满五年,商品房,2室1厅1厨1卫
56.67平米,315万,2室1厅,高楼层/共6层,南 北,平层/精装,1988年建,板楼,石景山  八角 五至六环,无,满两年,商品房,2室1厅1厨1卫
87.32平米,715万,2室2厅,中楼层/共9层,南 北,平层/精装,2014年建,板楼,朝阳  北苑 五至六环,有,满两年,商品房,2室2厅1厨1卫
75.71平米,229万,2室1厅,高楼层/共15层,东北,平层/精装,2009年建,板塔结合,房山  长阳 五至六环,有,满五年,商品房,2室1厅1厨1卫
44.26平米,489万,1室1厅,高楼层/共6层,东,平层/精装,1990年建,板楼,西城  牛街 二环内 近4号线大兴线陶然亭站,无,满两年,商品房,1室1厅1厨1卫
71.6平米,830万,2室1厅,中楼层/共12层,北 南,平层/精装,1984年建,板楼,西城  马甸 二至三环 近8号线安华桥站,有,满两年,商品房,2室1厅1厨1卫
58.2平米,410万,2室1厅,高楼层/共13层,东南,平层/精装,1985年建,板塔结合,朝阳  甜水园 三至四环 近6号线金台路站,有,满五年,商品房,2室1厅1厨1卫
60.04平米,247万,2室1厅,低楼层/共6层,南 北,平层/精装,1989年建,板楼,通州  万达 五至六环,无,满五年,商品房,2室1厅1厨1卫
96.79平米,715万,2室1厅,低楼层/共27层,东,平层/精装,2010年建,塔楼,朝阳  西坝河 三至四环,有,满两年,商品房,2室1厅1厨1卫
76.93平米,370万,2室1厅,低楼层/共28层,南 北,平层/精装,未知年建,板塔结合,朝阳  东坝 五至六环,有,满五年,限价商品房,2室1厅1厨1卫
86.66平米,475万,2室1厅,低楼层/共20层,南 北,平层/精装,2008年建,板塔结合,昌平  立水桥 五至六环 近5号线立水桥站,有,满五年,商品房,2室1厅1厨1卫
87.76平米,298万,2室1厅,高楼层/共21层,南,平层/简装,2010年建,板楼,大兴  枣园 五至六环,有,满五年,限价商品房,2室1厅1厨1卫
50.56平米,159万,1室1厅,高楼层/共25层,西南,平层/简装,2013年建,塔楼,大兴  西红门 六环外,有,满五年,一类经济适用房,1室1厅1厨1卫
39.97平米,277万,1室1厅,低楼层/共18层,南,平层/精装,1993年建,塔楼,朝阳  北工大 三至四环 近14号线东段北工大西门站,有,满两年,商品房,1室1厅1厨1卫
79.3平米,312万,2室1厅,中楼层/共6层,南 北,平层/简装,1996年建,板楼,通州  梨园 五至六环,无,满五年,商品房,2室1厅1厨1卫
55.98平米,510万,1室1厅,高楼层/共26层,东,平层/精装,1999年建,塔楼,海淀  小西天 二至三环,有,满两年,商品房,1室1厅1厨1卫
68.34平米,313万,1室1厅,低楼层/共24层,东,平层/其他,2003年建,塔楼,石景山  苹果园 五至六环 近6号线金安桥站,有,满两年,商品房,1室1厅1厨1卫
56平米,640万,3室1厅,中楼层/共5层,东 南 北,平层/简装,1980年建,板楼,海淀  皂君庙 二至三环 近4号线大兴线魏公村站,无,满五年,已购公房,3室1厅1厨1卫
50.03平米,220万,1室1厅,低楼层/共6层,东 西,平层/精装,1995年建,板楼,大兴  黄村中 五至六环 近4号线大兴线黄村火车站站,无,满五年,商品房,1室1厅1厨1卫
69.54平米,260万,2室1厅,底层/共6层,南 北,平层/精装,1998年建,板楼,顺义  顺义城 六环外 近15号线顺义站,无,满五年,已购公房,2室1厅1厨1卫
50.7平米,639万,2室1厅,中楼层/共6层,东,平层/简装,1981年建,板楼,西城  月坛 二至三环 近2号线阜成门站,无,满五年,已购公房,2室1厅1厨1卫
58.6平米,393万,2室1厅,顶层/共6层,南 北,平层/精装,1993年建,板楼,朝阳  望京 四至五环,无,满五年,商品房,2室1厅1厨1卫
59.65平米,388万,3室1厅,顶层/共6层,南 北,平层/简装,1982年建,板楼,朝阳  国展 二至三环 近13号线柳芳站,无,满五年,已购公房,3室1厅1厨1卫
81.54平米,328万,2室1厅,低楼层/共6层,南 北,平层/简装,1998年建,板楼,顺义  顺义城 六环外,无,满五年,商品房,2室1厅1厨1卫
40.43平米,430万,1室1厅,底层/共9层,西南,平层/简装,1995年建,板塔结合,海淀  知春路 三至四环 近10号线西土城站,有,满五年,已购公房,1室1厅1厨1卫
55.01平米,595万,2室1厅,中楼层/共6层,南 北,平层/简装,1980年建,板楼,西城  白纸坊 二环内 近4号线大兴线陶然亭站,无,满五年,商品房,2室1厅1厨1卫
38.34平米,355万,1室1厅,顶层/共6层,东,平层/简装,1992年建,板楼,海淀  紫竹桥 三至四环 近10号线车道沟站,无,满五年,已购公房,1室1厅1厨1卫
47.59平米,300万,1室1厅,高楼层/共6层,南,平层/简装,1994年建,板楼,朝阳  双井 二至三环 近7号线广渠门外站,无,满五年,央产房,1室1厅1厨1卫
64.8平米,430万,1室1厅,高楼层/共23层,西南,平层/简装,2003年建,板塔结合,朝阳  双井 三至四环,有,满五年,商品房,1室1厅1厨1卫
78.86平米,230万,2室1厅,高楼层/共6层,南 北,平层/精装,2002年建,板楼,门头沟  大峪 六环外,无,满五年,商品房,2室1厅1厨1卫
62.4平米,580万,2室1厅,中楼层/共6层,东 西,平层/精装,1994年建,板楼,海淀  二里庄 四至五环,无,满五年,商品房,2室1厅1厨1卫
69.74平米,400万,2室1厅,低楼层/共6层,南 北,平层/精装,1993年建,板楼,昌平  西三旗 五至六环 近8号线育新站,无,满五年,已购公房,2室1厅1厨1卫
98.41平米,430万,2室1厅,顶层/共14层,南 北,平层/精装,2010年建,板楼,通州  临河里 五至六环,有,满两年,商品房,2室1厅1厨1卫
69.13平米,335万,2室1厅,顶层/共6层,南 北,平层/精装,2000年建,板楼,朝阳  定福庄 五至六环 近八通线传媒大学站,无,满五年,商品房,2室1厅1厨1卫
120.45平米,730万,2室2厅,中楼层/共30层,西南,平层/精装,2002年建,塔楼,朝阳  四惠 四至五环,有,满五年,商品房,2室2厅1厨2卫
71.98平米,318万,2室1厅,低楼层/共22层,东 南,平层/精装,2010年建,塔楼,朝阳  双桥  近八通线双桥站,有,满两年,商品房,2室1厅1厨1卫
89.16平米,618万,2室1厅,中楼层/共27层,西南,平层/精装,2006年建,塔楼,丰台  玉泉营 三至四环 近10号线首经贸站,有,满五年,商品房,2室1厅1厨1卫
50.9平米,659万,2室1厅,中楼层/共6层,南,平层/简装,1976年建,板楼,西城  月坛 二至三环 近1号线木樨地站,无,满五年,已购公房,2室1厅1厨1卫
91.33平米,298万,2室1厅,中楼层/共17层,西南,平层/精装,2010年建,塔楼,顺义  顺义城 六环外,有,满五年,商品房,2室1厅1厨1卫
57.18平米,279万,1室1厅,中楼层/共24层,东 南,平层/精装,1999年建,塔楼,丰台  青塔 四至五环,有,满五年,商品房,1室1厅1厨1卫
81.64平米,388万,2室1厅,中楼层/共15层,南 北,平层/精装,2010年建,板塔结合,昌平  立水桥 五至六环,有,满五年,限价商品房,2室1厅1厨1卫
71.7平米,298万,2室1厅,中楼层/共6层,南 北,平层/精装,1995年建,板楼,大兴  黄村火车站 五至六环 近4号线大兴线黄村火车站站,无,满五年,商品房,2室1厅1厨1卫
48.7平米,430万,1室1厅,低楼层/共6层,南 北,平层/精装,1988年建,板楼,海淀  学院路 三至四环 近15号线六道口站,无,满五年,央产房,1室1厅1厨1卫
69.22平米,463万,2室1厅,高楼层/共16层,南,平层/简装,1988年建,塔楼,朝阳  红庙 三至四环 近6号线呼家楼站,有,满两年,已购公房,2室1厅1厨1卫
61.5平米,545万,2室1厅,底层/共6层,南 北,平层/简装,1997年建,板楼,海淀  牡丹园 三至四环 近10号线牡丹园站,无,满五年,商品房,2室1厅1厨1卫
60.57平米,342万,1室0厅,中楼层/共24层,西南,平层/精装,2007年建,塔楼,朝阳  常营 五至六环 近6号线常营站,有,满两年,商品房,1室0厅1厨1卫
67.33平米,265万,2室1厅,中楼层/共6层,南 北,平层/精装,1995年建,板楼,昌平  鼓楼大街 六环外,无,满两年,商品房,2室1厅1厨1卫
97.61平米,470万,2室1厅,底层/共10层,南 北,平层/简装,2005年建,板塔结合,石景山  苹果园 五至六环,有,满五年,一类经济适用房,2室1厅1厨1卫
82.13平米,778万,2室1厅,中楼层/共17层,东南,平层/精装,2007年建,塔楼,海淀  世纪城 三至四环 近10号线长春桥站,有,满五年,商品房,2室1厅1厨1卫
